file,index,voice,lang,speaker_id,phrase,length_scale,noise_scale,noise_w_scale,pitch_shift_semitones,snr_db,gain_db,noise_kind,sample_rate,duration_ms
hey_bonsai_synth_0154_es_ES-sharvard-medium.wav,154,es_ES-sharvard-medium,es,1,Hey Bonsai,1.172,0.642,0.646,1.92,22.01,0.49,pink,16000,1000
hey_bonsai_synth_0155_en_US-amy-medium.wav,155,en_US-amy-medium,en,,Hey Bonsai,1.117,0.716,0.877,1.35,15.18,-2.13,pink,16000,1000
hey_bonsai_synth_0156_en_GB-alba-medium.wav,156,en_GB-alba-medium,en,,Hey Bonsai.,0.894,0.57,0.615,0.0,22.8,-3.58,pink,16000,1000
hey_bonsai_synth_0157_es_ES-sharvard-medium.wav,157,es_ES-sharvard-medium,es,0,Jey Bonsai,0.892,0.68,0.733,0.0,24.24,2.32,pink,16000,1000
hey_bonsai_synth_0158_en_US-ryan-medium.wav,158,en_US-ryan-medium,en,,Hey Bonsai,0.937,0.784,0.634,-1.37,21.63,-4.2,pink,16000,1000
hey_bonsai_synth_0159_es_ES-davefx-medium.wav,159,es_ES-davefx-medium,es,,"Hey, Bonsái",1.016,0.633,0.664,-1.41,23.05,-1.92,pink,16000,1000
hey_bonsai_synth_0160_ca_ES-upc_ona-medium.wav,160,ca_ES-upc_ona-medium,ca,,"Hey, Bonsai",0.914,0.679,0.659,0.0,22.79,-2.8,white,16000,1000
hey_bonsai_synth_0161_en_US-lessac-medium.wav,161,en_US-lessac-medium,en,,Hey Bonsai.,0.858,0.788,0.851,0.0,21.4,2.51,pink,16000,1000
hey_bonsai_synth_0162_es_ES-sharvard-medium.wav,162,es_ES-sharvard-medium,es,1,"Hey, Bonsái",0.852,0.673,0.695,-1.56,23.88,1.54,pink,16000,1000
hey_bonsai_synth_0163_en_US-amy-medium.wav,163,en_US-amy-medium,en,,"Hey, Bonsai",0.908,0.743,0.628,1.38,24.38,2.36,white,16000,1000
hey_bonsai_synth_0164_en_GB-alba-medium.wav,164,en_GB-alba-medium,en,,Hey Bonsai.,1.082,0.764,0.823,-1.17,22.06,-1.91,pink,16000,1000
hey_bonsai_synth_0165_es_ES-sharvard-medium.wav,165,es_ES-sharvard-medium,es,0,"Hey, Bonsái",0.968,0.688,0.602,-1.63,19.78,0.95,pink,16000,1000
hey_bonsai_synth_0166_en_US-ryan-medium.wav,166,en_US-ryan-medium,en,,Hey Bonsai,1.086,0.588,0.833,0.0,20.98,1.21,white,16000,1000
hey_bonsai_synth_0167_es_ES-davefx-medium.wav,167,es_ES-davefx-medium,es,,Jey Bonsai,0.928,0.773,0.882,0.0,18.83,-3.72,white,16000,1000
hey_bonsai_synth_0168_ca_ES-upc_ona-medium.wav,168,ca_ES-upc_ona-medium,ca,,"Hey, Bonsai",1.013,0.744,0.855,-1.2,17.39,-4.36,pink,16000,1000
hey_bonsai_synth_0169_en_US-lessac-medium.wav,169,en_US-lessac-medium,en,,Hey Bonsai.,1.092,0.744,0.874,0.0,23.37,2.84,pink,16000,1000
hey_bonsai_synth_0170_es_ES-sharvard-medium.wav,170,es_ES-sharvard-medium,es,1,"Hey, Bonsái",1.07,0.795,0.696,0.0,19.31,-1.74,white,16000,1000
hey_bonsai_synth_0171_en_US-amy-medium.wav,171,en_US-amy-medium,en,,Hey Bonsai,1.123,0.792,0.896,0.0,16.79,2.7,white,16000,1000
hey_bonsai_synth_0172_en_GB-alba-medium.wav,172,en_GB-alba-medium,en,,Hey Bonsai,0.983,0.682,0.65,0.0,18.81,2.09,white,16000,1000
hey_bonsai_synth_0173_es_ES-sharvard-medium.wav,173,es_ES-sharvard-medium,es,0,Jey Bonsai,1.057,0.67,0.809,0.0,16.68,-5.86,white,16000,1000
hey_bonsai_synth_0174_en_US-ryan-medium.wav,174,en_US-ryan-medium,en,,Hey Bonsai,1.119,0.625,0.822,0.0,21.87,-0.35,pink,16000,1000
hey_bonsai_synth_0175_es_ES-davefx-medium.wav,175,es_ES-davefx-medium,es,,Jey Bonsai,0.887,0.711,0.923,1.13,20.2,-3.88,pink,16000,1000
hey_bonsai_synth_0176_ca_ES-upc_ona-medium.wav,176,ca_ES-upc_ona-medium,ca,,Hei Bonsai,0.893,0.576,0.786,0.0,22.16,-4.63,white,16000,1000
hey_bonsai_synth_0177_en_US-lessac-medium.wav,177,en_US-lessac-medium,en,,Hey Bonsai,0.923,0.756,0.814,0.0,23.21,2.75,pink,16000,1000
hey_bonsai_synth_0178_es_ES-sharvard-medium.wav,178,es_ES-sharvard-medium,es,1,Jey Bonsai,0.987,0.702,0.606,-1.08,16.8,2.91,white,16000,1000
hey_bonsai_synth_0179_en_US-amy-medium.wav,179,en_US-amy-medium,en,,"Hey, Bonsai",1.029,0.693,0.764,0.0,17.19,-2.34,white,16000,1000
hey_bonsai_synth_0180_en_GB-alba-medium.wav,180,en_GB-alba-medium,en,,Hey Bonsai,1.178,0.732,0.723,1.17,22.07,1.63,pink,16000,1000
hey_bonsai_synth_0181_es_ES-sharvard-medium.wav,181,es_ES-sharvard-medium,es,0,Hey Bonsai,1.155,0.719,0.782,-1.78,22.96,1.57,pink,16000,1000
hey_bonsai_synth_0182_en_US-ryan-medium.wav,182,en_US-ryan-medium,en,,Hey Bonsai.,0.852,0.77,0.612,0.0,15.42,-4.19,white,16000,1000
hey_bonsai_synth_0183_es_ES-davefx-medium.wav,183,es_ES-davefx-medium,es,,Jey Bonsai,1.135,0.572,0.688,0.0,20.49,-3.29,pink,16000,1000
hey_bonsai_synth_0184_ca_ES-upc_ona-medium.wav,184,ca_ES-upc_ona-medium,ca,,Hei Bonsai,1.005,0.698,0.938,0.0,22.41,-2.48,pink,16000,1000
hey_bonsai_synth_0185_en_US-lessac-medium.wav,185,en_US-lessac-medium,en,,"Hey, Bonsai",1.17,0.789,0.779,1.17,21.59,-0.01,white,16000,1000
hey_bonsai_synth_0186_es_ES-sharvard-medium.wav,186,es_ES-sharvard-medium,es,1,"Hey, Bonsái",1.169,0.555,0.718,0.0,22.82,2.5,white,16000,1000
hey_bonsai_synth_0187_en_US-amy-medium.wav,187,en_US-amy-medium,en,,Hey Bonsai.,0.887,0.589,0.667,-1.16,17.5,-4.66,pink,16000,1000
hey_bonsai_synth_0188_en_GB-alba-medium.wav,188,en_GB-alba-medium,en,,"Hey, Bonsai",0.969,0.715,0.87,0.0,22.79,-3.05,white,16000,1000
hey_bonsai_synth_0189_es_ES-sharvard-medium.wav,189,es_ES-sharvard-medium,es,0,Hey Bonsai,1.189,0.564,0.905,-1.39,23.55,-4.73,white,16000,1000
hey_bonsai_synth_0190_en_US-ryan-medium.wav,190,en_US-ryan-medium,en,,Hey Bonsai,1.131,0.608,0.66,0.0,16.93,-3.27,pink,16000,1000
hey_bonsai_synth_0191_es_ES-davefx-medium.wav,191,es_ES-davefx-medium,es,,Hey Bonsai,1.12,0.585,0.934,-1.16,24.95,-4.8,pink,16000,1000
hey_bonsai_synth_0192_ca_ES-upc_ona-medium.wav,192,ca_ES-upc_ona-medium,ca,,Hei Bonsai,1.065,0.599,0.787,-1.84,24.21,-0.91,pink,16000,1000
hey_bonsai_synth_0193_en_US-lessac-medium.wav,193,en_US-lessac-medium,en,,Hey Bonsai,0.904,0.719,0.75,0.0,15.87,-1.54,pink,16000,1000
hey_bonsai_synth_0194_es_ES-sharvard-medium.wav,194,es_ES-sharvard-medium,es,1,"Hey, Bonsái",1.161,0.585,0.833,-1.75,20.06,-0.52,pink,16000,1000
hey_bonsai_synth_0195_en_US-amy-medium.wav,195,en_US-amy-medium,en,,Hey Bonsai,0.966,0.742,0.729,1.49,21.19,2.39,white,16000,1000
hey_bonsai_synth_0196_en_GB-alba-medium.wav,196,en_GB-alba-medium,en,,Hey Bonsai.,0.986,0.66,0.799,-1.48,16.83,-3.34,white,16000,1000
hey_bonsai_synth_0197_es_ES-sharvard-medium.wav,197,es_ES-sharvard-medium,es,0,Jey Bonsai,1.149,0.698,0.792,0.0,24.71,0.16,white,16000,1000
hey_bonsai_synth_0198_en_US-ryan-medium.wav,198,en_US-ryan-medium,en,,Hey Bonsai.,0.998,0.623,0.72,1.5,23.89,1.61,pink,16000,1000
hey_bonsai_synth_0199_es_ES-davefx-medium.wav,199,es_ES-davefx-medium,es,,"Hey, Bonsái",1.173,0.67,0.657,1.66,17.19,-0.13,white,16000,1000
hey_bonsai_synth_0200_ca_ES-upc_ona-medium.wav,200,ca_ES-upc_ona-medium,ca,,Hey Bonsai,0.901,0.647,0.678,1.49,15.97,2.74,white,16000,1000
hey_bonsai_synth_0201_en_US-lessac-medium.wav,201,en_US-lessac-medium,en,,"Hey, Bonsai",0.887,0.603,0.862,0.0,18.98,-4.84,white,16000,1000
hey_bonsai_synth_0202_es_ES-sharvard-medium.wav,202,es_ES-sharvard-medium,es,1,"Hey, Bonsái",0.886,0.694,0.689,-1.87,18.5,-3.76,white,16000,1000
hey_bonsai_synth_0203_en_US-amy-medium.wav,203,en_US-amy-medium,en,,Hey Bonsai.,1.121,0.614,0.817,0.0,18.39,0.48,pink,16000,1000
hey_bonsai_synth_0204_en_GB-alba-medium.wav,204,en_GB-alba-medium,en,,Hey Bonsai.,1.174,0.581,0.787,0.0,22.34,-3.43,white,16000,1000
hey_bonsai_synth_0205_es_ES-sharvard-medium.wav,205,es_ES-sharvard-medium,es,0,Jey Bonsai,1.069,0.714,0.864,0.0,24.89,-4.4,pink,16000,1000
hey_bonsai_synth_0206_en_US-ryan-medium.wav,206,en_US-ryan-medium,en,,Hey Bonsai,0.896,0.625,0.888,0.0,15.24,-1.26,pink,16000,1000
hey_bonsai_synth_0207_es_ES-davefx-medium.wav,207,es_ES-davefx-medium,es,,Jey Bonsai,1.022,0.622,0.679,-1.72,15.33,-5.89,white,16000,1000
hey_bonsai_synth_0208_ca_ES-upc_ona-medium.wav,208,ca_ES-upc_ona-medium,ca,,"Hey, Bonsai",0.935,0.618,0.795,0.0,20.19,-5.89,white,16000,1000
hey_bonsai_synth_0209_en_US-lessac-medium.wav,209,en_US-lessac-medium,en,,Hey Bonsai.,0.967,0.722,0.943,0.0,20.01,0.68,pink,16000,1000
hey_bonsai_synth_0210_es_ES-sharvard-medium.wav,210,es_ES-sharvard-medium,es,1,Hey Bonsai,1.191,0.629,0.667,1.35,24.83,-1.5,white,16000,1000
hey_bonsai_synth_0211_en_US-amy-medium.wav,211,en_US-amy-medium,en,,Hey Bonsai,1.157,0.759,0.809,0.0,19.5,-1.72,pink,16000,1000
hey_bonsai_synth_0212_en_GB-alba-medium.wav,212,en_GB-alba-medium,en,,Hey Bonsai,0.991,0.697,0.886,0.0,17.17,0.82,white,16000,1000
hey_bonsai_synth_0213_es_ES-sharvard-medium.wav,213,es_ES-sharvard-medium,es,0,Hey Bonsai,0.931,0.696,0.765,1.94,21.16,0.91,white,16000,1000
hey_bonsai_synth_0214_en_US-ryan-medium.wav,214,en_US-ryan-medium,en,,"Hey, Bonsai",0.956,0.688,0.697,-1.45,19.52,-0.64,pink,16000,1000
hey_bonsai_synth_0215_es_ES-davefx-medium.wav,215,es_ES-davefx-medium,es,,Jey Bonsai,0.876,0.771,0.648,1.54,19.8,-2.43,pink,16000,1000
hey_bonsai_synth_0216_ca_ES-upc_ona-medium.wav,216,ca_ES-upc_ona-medium,ca,,"Hey, Bonsai",1.166,0.611,0.682,1.11,20.81,-4.94,white,16000,1000
hey_bonsai_synth_0217_en_US-lessac-medium.wav,217,en_US-lessac-medium,en,,Hey Bonsai,1.032,0.692,0.627,1.68,19.23,0.99,white,16000,1000
hey_bonsai_synth_0218_es_ES-sharvard-medium.wav,218,es_ES-sharvard-medium,es,1,Jey Bonsai,1.058,0.759,0.882,0.0,17.93,2.17,pink,16000,1000
hey_bonsai_synth_0219_en_US-amy-medium.wav,219,en_US-amy-medium,en,,"Hey, Bonsai",1.068,0.623,0.767,0.0,15.49,-0.0,pink,16000,1000
hey_bonsai_synth_0220_en_GB-alba-medium.wav,220,en_GB-alba-medium,en,,"Hey, Bonsai",1.001,0.561,0.79,0.0,15.99,-0.03,pink,16000,1000
hey_bonsai_synth_0221_es_ES-sharvard-medium.wav,221,es_ES-sharvard-medium,es,0,Hey Bonsai,1.102,0.631,0.629,0.0,22.81,-0.7,pink,16000,1000
hey_bonsai_synth_0222_en_US-ryan-medium.wav,222,en_US-ryan-medium,en,,Hey Bonsai,1.138,0.707,0.848,-1.79,17.47,-2.66,white,16000,1000
hey_bonsai_synth_0223_es_ES-davefx-medium.wav,223,es_ES-davefx-medium,es,,Jey Bonsai,1.16,0.624,0.939,1.15,19.9,-0.32,white,16000,1000
hey_bonsai_synth_0224_ca_ES-upc_ona-medium.wav,224,ca_ES-upc_ona-medium,ca,,Hey Bonsai,1.178,0.555,0.811,1.89,21.63,-3.4,white,16000,1000
hey_bonsai_synth_0225_en_US-lessac-medium.wav,225,en_US-lessac-medium,en,,Hey Bonsai,1.078,0.61,0.671,-1.26,24.99,-2.8,pink,16000,1000
hey_bonsai_synth_0226_es_ES-sharvard-medium.wav,226,es_ES-sharvard-medium,es,1,Hey Bonsai,0.923,0.733,0.769,-1.18,16.83,-5.66,white,16000,1000
hey_bonsai_synth_0227_en_US-amy-medium.wav,227,en_US-amy-medium,en,,"Hey, Bonsai",0.92,0.785,0.667,0.0,23.51,-0.74,white,16000,1000
hey_bonsai_synth_0228_en_GB-alba-medium.wav,228,en_GB-alba-medium,en,,Hey Bonsai.,1.117,0.587,0.73,0.0,17.63,-3.02,pink,16000,1000
hey_bonsai_synth_0229_es_ES-sharvard-medium.wav,229,es_ES-sharvard-medium,es,0,Jey Bonsai,0.859,0.773,0.906,1.35,24.86,2.56,pink,16000,1000
hey_bonsai_synth_0230_en_US-ryan-medium.wav,230,en_US-ryan-medium,en,,Hey Bonsai.,1.133,0.798,0.753,0.0,23.43,0.08,pink,16000,1000
hey_bonsai_synth_0231_es_ES-davefx-medium.wav,231,es_ES-davefx-medium,es,,"Hey, Bonsái",0.982,0.551,0.926,-1.25,23.51,1.79,pink,16000,1000
hey_bonsai_synth_0232_ca_ES-upc_ona-medium.wav,232,ca_ES-upc_ona-medium,ca,,Hey Bonsai,0.978,0.691,0.875,0.0,15.65,0.5,white,16000,1000
hey_bonsai_synth_0233_en_US-lessac-medium.wav,233,en_US-lessac-medium,en,,Hey Bonsai.,1.068,0.76,0.809,-1.32,22.42,-4.8,white,16000,1000
hey_bonsai_synth_0234_es_ES-sharvard-medium.wav,234,es_ES-sharvard-medium,es,1,Hey Bonsai,1.073,0.569,0.798,1.43,15.65,-1.82,pink,16000,1000
hey_bonsai_synth_0235_en_US-amy-medium.wav,235,en_US-amy-medium,en,,Hey Bonsai,0.899,0.749,0.713,0.0,21.53,1.17,pink,16000,1000
hey_bonsai_synth_0236_en_GB-alba-medium.wav,236,en_GB-alba-medium,en,,Hey Bonsai.,0.889,0.784,0.947,0.0,17.47,-4.66,pink,16000,1000
hey_bonsai_synth_0237_es_ES-sharvard-medium.wav,237,es_ES-sharvard-medium,es,0,Hey Bonsai,1.027,0.734,0.864,0.0,21.93,-4.65,white,16000,1000
hey_bonsai_synth_0238_en_US-ryan-medium.wav,238,en_US-ryan-medium,en,,"Hey, Bonsai",1.091,0.756,0.864,1.31,19.11,-0.34,pink,16000,1000
hey_bonsai_synth_0239_es_ES-davefx-medium.wav,239,es_ES-davefx-medium,es,,Jey Bonsai,0.903,0.608,0.893,1.78,21.49,-0.53,white,16000,1000
hey_bonsai_synth_0240_ca_ES-upc_ona-medium.wav,240,ca_ES-upc_ona-medium,ca,,Hey Bonsai,1.011,0.676,0.893,0.0,16.77,-2.59,white,16000,1000
hey_bonsai_synth_0241_en_US-lessac-medium.wav,241,en_US-lessac-medium,en,,Hey Bonsai.,1.027,0.554,0.916,-1.62,23.07,-2.8,pink,16000,1000
hey_bonsai_synth_0242_es_ES-sharvard-medium.wav,242,es_ES-sharvard-medium,es,1,"Hey, Bonsái",0.962,0.554,0.76,-1.26,15.64,2.79,pink,16000,1000
hey_bonsai_synth_0243_en_US-amy-medium.wav,243,en_US-amy-medium,en,,Hey Bonsai,0.935,0.576,0.873,1.19,21.4,-2.06,white,16000,1000
hey_bonsai_synth_0244_en_GB-alba-medium.wav,244,en_GB-alba-medium,en,,Hey Bonsai.,1.2,0.767,0.729,1.21,15.72,1.25,white,16000,1000
hey_bonsai_synth_0245_es_ES-sharvard-medium.wav,245,es_ES-sharvard-medium,es,0,Jey Bonsai,1.182,0.717,0.841,0.0,22.57,-5.78,pink,16000,1000
hey_bonsai_synth_0246_en_US-ryan-medium.wav,246,en_US-ryan-medium,en,,"Hey, Bonsai",0.87,0.747,0.868,0.0,19.36,-5.44,pink,16000,1000
hey_bonsai_synth_0247_es_ES-davefx-medium.wav,247,es_ES-davefx-medium,es,,Jey Bonsai,1.166,0.702,0.894,-1.94,24.96,-3.82,white,16000,1000
hey_bonsai_synth_0248_ca_ES-upc_ona-medium.wav,248,ca_ES-upc_ona-medium,ca,,Hei Bonsai,0.973,0.71,0.905,0.0,16.9,1.72,pink,16000,1000
hey_bonsai_synth_0249_en_US-lessac-medium.wav,249,en_US-lessac-medium,en,,Hey Bonsai,1.041,0.751,0.754,0.0,15.37,1.25,pink,16000,1000
hey_bonsai_synth_0250_es_ES-sharvard-medium.wav,250,es_ES-sharvard-medium,es,1,Jey Bonsai,1.098,0.698,0.782,0.0,19.75,-1.46,white,16000,1000
hey_bonsai_synth_0251_en_US-amy-medium.wav,251,en_US-amy-medium,en,,Hey Bonsai,1.058,0.558,0.655,1.99,20.1,-0.67,pink,16000,1000
hey_bonsai_synth_0252_en_GB-alba-medium.wav,252,en_GB-alba-medium,en,,"Hey, Bonsai",1.122,0.569,0.836,0.0,17.9,-4.9,pink,16000,1000
hey_bonsai_synth_0253_es_ES-sharvard-medium.wav,253,es_ES-sharvard-medium,es,0,"Hey, Bonsái",1.054,0.578,0.774,-1.35,22.09,-2.37,white,16000,1000
hey_bonsai_synth_0254_en_US-ryan-medium.wav,254,en_US-ryan-medium,en,,Hey Bonsai,0.985,0.736,0.903,-1.27,21.06,-3.38,pink,16000,1000
hey_bonsai_synth_0255_es_ES-davefx-medium.wav,255,es_ES-davefx-medium,es,,Hey Bonsai,1.089,0.778,0.755,0.0,16.2,-1.7,pink,16000,1000
hey_bonsai_synth_0256_ca_ES-upc_ona-medium.wav,256,ca_ES-upc_ona-medium,ca,,Hey Bonsai,0.939,0.674,0.786,0.0,22.79,0.94,white,16000,1000
hey_bonsai_synth_0257_en_US-lessac-medium.wav,257,en_US-lessac-medium,en,,"Hey, Bonsai",0.956,0.704,0.916,0.0,24.14,-2.75,white,16000,1000
hey_bonsai_synth_0258_es_ES-sharvard-medium.wav,258,es_ES-sharvard-medium,es,1,Hey Bonsai,0.908,0.794,0.875,1.45,23.67,1.7,pink,16000,1000
hey_bonsai_synth_0259_en_US-amy-medium.wav,259,en_US-amy-medium,en,,Hey Bonsai.,1.055,0.685,0.874,0.0,24.7,2.23,pink,16000,1000
hey_bonsai_synth_0260_en_GB-alba-medium.wav,260,en_GB-alba-medium,en,,Hey Bonsai.,1.14,0.563,0.722,0.0,20.12,2.08,pink,16000,1000
hey_bonsai_synth_0261_es_ES-sharvard-medium.wav,261,es_ES-sharvard-medium,es,0,Jey Bonsai,1.092,0.798,0.77,0.0,21.82,-3.33,pink,16000,1000
hey_bonsai_synth_0262_en_US-ryan-medium.wav,262,en_US-ryan-medium,en,,Hey Bonsai,1.15,0.719,0.74,-1.97,21.35,-4.8,pink,16000,1000
hey_bonsai_synth_0263_es_ES-davefx-medium.wav,263,es_ES-davefx-medium,es,,Hey Bonsai,0.978,0.565,0.674,1.49,24.2,2.25,pink,16000,1000
hey_bonsai_synth_0264_ca_ES-upc_ona-medium.wav,264,ca_ES-upc_ona-medium,ca,,"Hey, Bonsai",0.996,0.572,0.805,1.23,22.94,-3.54,white,16000,1000
hey_bonsai_synth_0265_en_US-lessac-medium.wav,265,en_US-lessac-medium,en,,"Hey, Bonsai",1.139,0.611,0.928,1.04,23.99,-5.84,pink,16000,1000
hey_bonsai_synth_0266_es_ES-sharvard-medium.wav,266,es_ES-sharvard-medium,es,1,Jey Bonsai,1.142,0.628,0.815,0.0,16.92,1.02,pink,16000,1000
hey_bonsai_synth_0267_en_US-amy-medium.wav,267,en_US-amy-medium,en,,Hey Bonsai,1.026,0.691,0.854,-1.9,18.4,-4.73,white,16000,1000
hey_bonsai_synth_0268_en_GB-alba-medium.wav,268,en_GB-alba-medium,en,,"Hey, Bonsai",0.917,0.703,0.766,1.53,24.67,0.93,pink,16000,1000
hey_bonsai_synth_0269_es_ES-sharvard-medium.wav,269,es_ES-sharvard-medium,es,0,Jey Bonsai,1.186,0.751,0.92,-1.59,20.36,1.41,pink,16000,1000
hey_bonsai_synth_0270_en_US-ryan-medium.wav,270,en_US-ryan-medium,en,,Hey Bonsai.,0.854,0.668,0.627,-1.19,22.25,-1.36,pink,16000,1000
hey_bonsai_synth_0271_es_ES-davefx-medium.wav,271,es_ES-davefx-medium,es,,Hey Bonsai,0.98,0.656,0.866,0.0,17.6,-2.29,white,16000,1000
hey_bonsai_synth_0272_ca_ES-upc_ona-medium.wav,272,ca_ES-upc_ona-medium,ca,,Hey Bonsai,1.016,0.595,0.869,-1.51,22.28,-3.86,pink,16000,1000
hey_bonsai_synth_0273_en_US-lessac-medium.wav,273,en_US-lessac-medium,en,,Hey Bonsai.,0.889,0.566,0.679,-1.96,21.88,-2.53,white,16000,1000
hey_bonsai_synth_0274_es_ES-sharvard-medium.wav,274,es_ES-sharvard-medium,es,1,"Hey, Bonsái",1.101,0.778,0.858,0.0,16.93,0.11,white,16000,1000
hey_bonsai_synth_0275_en_US-amy-medium.wav,275,en_US-amy-medium,en,,Hey Bonsai,1.004,0.765,0.801,0.0,16.48,2.02,pink,16000,1000
hey_bonsai_synth_0276_en_GB-alba-medium.wav,276,en_GB-alba-medium,en,,Hey Bonsai,1.189,0.566,0.923,0.0,23.67,-4.64,white,16000,1000
hey_bonsai_synth_0277_es_ES-sharvard-medium.wav,277,es_ES-sharvard-medium,es,0,"Hey, Bonsái",0.907,0.599,0.937,0.0,18.47,-2.67,pink,16000,1000
hey_bonsai_synth_0278_en_US-ryan-medium.wav,278,en_US-ryan-medium,en,,Hey Bonsai,1.079,0.669,0.711,0.0,22.51,0.62,pink,16000,1000
hey_bonsai_synth_0279_es_ES-davefx-medium.wav,279,es_ES-davefx-medium,es,,Jey Bonsai,1.141,0.665,0.793,1.61,16.69,-4.76,pink,16000,1000
hey_bonsai_synth_0280_ca_ES-upc_ona-medium.wav,280,ca_ES-upc_ona-medium,ca,,Hey Bonsai,1.195,0.697,0.727,0.0,16.93,1.23,white,16000,1000
hey_bonsai_synth_0281_en_US-lessac-medium.wav,281,en_US-lessac-medium,en,,Hey Bonsai.,1.106,0.756,0.653,0.0,21.78,-1.96,pink,16000,1000
hey_bonsai_synth_0282_es_ES-sharvard-medium.wav,282,es_ES-sharvard-medium,es,1,Hey Bonsai,1.133,0.592,0.688,0.0,24.03,-0.84,white,16000,1000
hey_bonsai_synth_0283_en_US-amy-medium.wav,283,en_US-amy-medium,en,,Hey Bonsai.,0.938,0.76,0.826,0.0,22.57,-4.51,pink,16000,1000
hey_bonsai_synth_0284_en_GB-alba-medium.wav,284,en_GB-alba-medium,en,,Hey Bonsai.,0.942,0.706,0.945,1.48,23.11,-0.73,white,16000,1000
hey_bonsai_synth_0285_es_ES-sharvard-medium.wav,285,es_ES-sharvard-medium,es,0,Jey Bonsai,0.993,0.73,0.667,1.93,17.78,1.5,white,16000,1000
hey_bonsai_synth_0286_en_US-ryan-medium.wav,286,en_US-ryan-medium,en,,Hey Bonsai,0.939,0.715,0.695,0.0,21.69,-4.19,white,16000,1000
hey_bonsai_synth_0287_es_ES-davefx-medium.wav,287,es_ES-davefx-medium,es,,"Hey, Bonsái",0.913,0.729,0.686,0.0,19.05,2.7,pink,16000,1000
hey_bonsai_synth_0288_ca_ES-upc_ona-medium.wav,288,ca_ES-upc_ona-medium,ca,,Hey Bonsai,1.078,0.602,0.628,1.01,24.34,-5.77,pink,16000,1000
hey_bonsai_synth_0289_en_US-lessac-medium.wav,289,en_US-lessac-medium,en,,Hey Bonsai,1.091,0.566,0.916,-1.78,18.22,-5.01,pink,16000,1000
hey_bonsai_synth_0290_es_ES-sharvard-medium.wav,290,es_ES-sharvard-medium,es,1,Hey Bonsai,1.045,0.613,0.904,1.09,16.08,-3.13,pink,16000,1000
hey_bonsai_synth_0291_en_US-amy-medium.wav,291,en_US-amy-medium,en,,Hey Bonsai,1.185,0.732,0.899,0.0,20.07,-2.1,pink,16000,1000
hey_bonsai_synth_0292_en_GB-alba-medium.wav,292,en_GB-alba-medium,en,,Hey Bonsai.,1.14,0.634,0.622,0.0,20.15,-3.77,pink,16000,1000
hey_bonsai_synth_0293_es_ES-sharvard-medium.wav,293,es_ES-sharvard-medium,es,0,"Hey, Bonsái",0.93,0.776,0.81,0.0,15.43,2.09,white,16000,1000
hey_bonsai_synth_0294_en_US-ryan-medium.wav,294,en_US-ryan-medium,en,,Hey Bonsai.,0.911,0.557,0.932,1.75,15.78,-1.5,pink,16000,1000
hey_bonsai_synth_0295_es_ES-davefx-medium.wav,295,es_ES-davefx-medium,es,,Jey Bonsai,1.047,0.585,0.803,0.0,15.98,1.74,white,16000,1000
hey_bonsai_synth_0296_ca_ES-upc_ona-medium.wav,296,ca_ES-upc_ona-medium,ca,,"Hey, Bonsai",0.929,0.606,0.882,0.0,20.62,-4.31,pink,16000,1000
hey_bonsai_synth_0297_en_US-lessac-medium.wav,297,en_US-lessac-medium,en,,Hey Bonsai.,0.937,0.562,0.745,0.0,16.46,2.6,pink,16000,1000
hey_bonsai_synth_0298_es_ES-sharvard-medium.wav,298,es_ES-sharvard-medium,es,1,"Hey, Bonsái",1.195,0.609,0.645,0.0,17.28,-0.96,pink,16000,1000
hey_bonsai_synth_0299_en_US-amy-medium.wav,299,en_US-amy-medium,en,,Hey Bonsai.,1.092,0.588,0.895,0.0,18.68,1.23,white,16000,1000
